topic_id,topic_name,subfield_id,subfield_name,field_id,field_name,domain_id,domain_name,works_count
T14181,Academic Freedom and Politics,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,51703
T11751,Lattice Boltzmann Simulation Studies,2206,Computational Mechanics,22,Engineering,3,Physical Sciences,51683
T12227,Environmental and Social Impact Assessments,2308,"Management, Monitoring, Policy and Law",23,Environmental Science,3,Physical Sciences,51679
T11225,Geothermal Energy Systems and Applications,2105,"Renewable Energy, Sustainability and the Environment",21,Energy,3,Physical Sciences,51678
T14226,"Migration, Racism, and Human Rights",3306,Health,33,Social Sciences,2,Social Sciences,51678
T10761,Vehicular Ad Hoc Networks (VANETs),2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences,51667
T13987,Child Development and Education,3304,Education,33,Social Sciences,2,Social Sciences,51635
T13413,Cultural and Historical Studies,1213,Visual Arts and Performing Arts,12,Arts and Humanities,2,Social Sciences,51627
T11300,Global Educational Policies and Reforms,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,51617
T11348,Celiac Disease Research and Management,2715,Gastroenterology,27,Medicine,4,Health Sciences,51585
T10070,Political Conflict and Governance,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,51474
T13832,Advanced Decision-Making Techniques,1710,Information Systems,17,Computer Science,3,Physical Sciences,51458
T10808,Electric and Hybrid Vehicle Technologies,2203,Automotive Engineering,22,Engineering,3,Physical Sciences,51457
T10982,Motor Control and Adaptation,2805,Cognitive Neuroscience,28,Neuroscience,1,Life Sciences,51442
T12981,Conservation Techniques and Studies,1206,Conservation,12,Arts and Humanities,2,Social Sciences,51438
T10977,Optical Imaging and Spectroscopy Techniques,2741,"Radiology, Nuclear Medicine and Imaging",27,Medicine,4,Health Sciences,51415
T11479,Smart Cities and Technologies,2214,Media Technology,22,Engineering,3,Physical Sciences,51414
T10548,Catalytic Cross-Coupling Reactions,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences,51390
T11985,Marine Toxins and Detection Methods,2304,Environmental Chemistry,23,Environmental Science,3,Physical Sciences,51388
T11562,Facial Trauma and Fracture Management,2746,Surgery,27,Medicine,4,Health Sciences,51352
T11440,Click Chemistry and Applications,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences,51249
T11637,Advanced Semiconductor Detectors and Materials,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences,51228
T11904,Spatial Cognition and Navigation,2203,Automotive Engineering,22,Engineering,3,Physical Sciences,51150
T11412,Genetic and Kidney Cyst Diseases,1311,Genetics,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,51129
T12512,History of Colonial Brazil,3314,Anthropology,33,Social Sciences,2,Social Sciences,51117
T10828,Biometric Identification and Security,1711,Signal Processing,17,Computer Science,3,Physical Sciences,51112
T13042,Economic and Fiscal Studies,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,51107
T11579,Cardiovascular and Diving-Related Complications,2740,Pulmonary and Respiratory Medicine,27,Medicine,4,Health Sciences,51097
T13513,Urban and sociocultural dynamics,3322,Urban Studies,33,Social Sciences,2,Social Sciences,51090
T10948,Advanced Combinatorial Mathematics,2607,Discrete Mathematics and Combinatorics,26,Mathematics,3,Physical Sciences,51088
T14275,Historical Medical Research and Treatments,2741,"Radiology, Nuclear Medicine and Imaging",27,Medicine,4,Health Sciences,51080
T12335,"Sexuality, Behavior, and Technology",3203,Clinical Psychology,32,Psychology,2,Social Sciences,51040
T11672,Recycling and utilization of industrial and municipal waste in materials production,2215,Building and Construction,22,Engineering,3,Physical Sciences,51037
T12389,Infrared Target Detection Methodologies,2202,Aerospace Engineering,22,Engineering,3,Physical Sciences,51034
T11865,Anorectal Disease Treatments and Outcomes,2746,Surgery,27,Medicine,4,Health Sciences,51031
T11514,Disability Education and Employment,3311,Safety Research,33,Social Sciences,2,Social Sciences,51009
T10803,Innovative Human-Technology Interaction,1709,Human-Computer Interaction,17,Computer Science,3,Physical Sciences,50989
T11597,"Neutrophil, Myeloperoxidase and Oxidative Mechanisms",2403,Immunology,24,Immunology and Microbiology,1,Life Sciences,50983
T11574,Artificial Intelligence in Games,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences,50876
T11782,Magnetic Properties of Alloys,2504,"Electronic, Optical and Magnetic Materials",25,Materials Science,3,Physical Sciences,50876
T11237,Plant Gene Expression Analysis,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,50866
T10916,Surgical Simulation and Training,2746,Surgery,27,Medicine,4,Health Sciences,50859
T11581,Viral Infections and Outbreaks Research,2725,Infectious Diseases,27,Medicine,4,Health Sciences,50853
T14463,Diverse Scientific Research Studies,3600,General Health Professions,36,Health Professions,4,Health Sciences,50851
T11682,Advanced Condensed Matter Physics,3104,Condensed Matter Physics,31,Physics and Astronomy,3,Physical Sciences,50753
T11922,Cardiovascular Effects of Exercise,2705,Cardiology and Cardiovascular Medicine,27,Medicine,4,Health Sciences,50748
T11679,Craniofacial Disorders and Treatments,1311,Genetics,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,50711
T11169,Silicon Nanostructures and Photoluminescence,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences,50682
T13071,Digital Storytelling and Education,3616,Speech and Hearing,36,Health Professions,4,Health Sciences,50676
T12517,Seventeenth-Century Political and Philosophical Thought,1211,Philosophy,12,Arts and Humanities,2,Social Sciences,50669
T11254,Fluid Dynamics and Vibration Analysis,2206,Computational Mechanics,22,Engineering,3,Physical Sciences,50668
T13867,Economic Growth and Development,1710,Information Systems,17,Computer Science,3,Physical Sciences,50663
T13721,Political Science Research and Education,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,50651
T11628,Myeloproliferative Neoplasms: Diagnosis and Treatment,2716,Genetics,27,Medicine,4,Health Sciences,50617
T12593,Communication in Education and Healthcare,3207,Social Psychology,32,Psychology,2,Social Sciences,50540
T12161,Plant Surface Properties and Treatments,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,50530
T10810,Polymer composites and self-healing,2507,Polymers and Plastics,25,Materials Science,3,Physical Sciences,50432
T10244,Chaos control and synchronization,3109,Statistical and Nonlinear Physics,31,Physics and Astronomy,3,Physical Sciences,50412
T12729,Tree Root and Stability Studies,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences,50410
T12461,Narrative Theory and Analysis,1208,Literature and Literary Theory,12,Arts and Humanities,2,Social Sciences,50404
T12030,S100 Proteins and Annexins,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,50403
T11398,Hand Gesture Recognition Systems,1709,Human-Computer Interaction,17,Computer Science,3,Physical Sciences,50397
T13589,Literary and Cultural Studies,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,50392
T10629,Health Policy Implementation Science,3600,General Health Professions,36,Health Professions,4,Health Sciences,50384
T11199,Pain Management and Opioid Use,2703,Anesthesiology and Pain Medicine,27,Medicine,4,Health Sciences,50377
T13234,advanced mathematical theories,2610,Mathematical Physics,26,Mathematics,3,Physical Sciences,50363
T13552,Advanced Materials Characterization Techniques,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences,50322
T12182,Evolution and Science Education,1207,History and Philosophy of Science,12,Arts and Humanities,2,Social Sciences,50307
T10845,Advanced Causal Inference Techniques,2613,Statistics and Probability,26,Mathematics,3,Physical Sciences,50285
T13362,Slime Mold and Myxomycetes Research,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences,50247
T13023,Synthesis of Organic Compounds,2736,Pharmacology,27,Medicine,4,Health Sciences,50240
T13784,Jewish Identity and Society,3317,Demography,33,Social Sciences,2,Social Sciences,50223
T13163,Organizational Learning and Leadership,1407,Organizational Behavior and Human Resource Management,14,"Business, Management and Accounting",2,Social Sciences,50188
T13008,Agricultural Practices and Plant Genetics,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,50184
T12895,Environmental law and policy,3308,Law,33,Social Sciences,2,Social Sciences,50161
T10925,Spinal Cord Injury Research,2734,Pathology and Forensic Medicine,27,Medicine,4,Health Sciences,50144
T13369,European and Russian Geopolitical Military Strategies,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,50142
T10933,Real-Time Systems Scheduling,1708,Hardware and Architecture,17,Computer Science,3,Physical Sciences,50139
T13727,Linguistic and Sociocultural Studies,3310,Linguistics and Language,33,Social Sciences,2,Social Sciences,50115
T12947,"Health, psychology, and well-being",3600,General Health Professions,36,Health Professions,4,Health Sciences,50087
T14041,Central European Literary Studies,3314,Anthropology,33,Social Sciences,2,Social Sciences,50063
T12682,Smart Materials for Construction,2310,Pollution,23,Environmental Science,3,Physical Sciences,50047
T11722,Patient Satisfaction in Healthcare,3600,General Health Professions,36,Health Professions,4,Health Sciences,50046
T12589,Differential Equations and Boundary Problems,2604,Applied Mathematics,26,Mathematics,3,Physical Sciences,50035
T11119,Urban Stormwater Management Solutions,2305,Environmental Engineering,23,Environmental Science,3,Physical Sciences,50012
T10726,Career Development and Diversity,3311,Safety Research,33,Social Sciences,2,Social Sciences,49956
T10922,Magnetic Properties and Synthesis of Ferrites,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences,49941
T12955,Atherosclerosis and Cardiovascular Diseases,2403,Immunology,24,Immunology and Microbiology,1,Life Sciences,49937
T12984,Transport and Logistics Innovations,2209,Industrial and Manufacturing Engineering,22,Engineering,3,Physical Sciences,49906
T14192,"Literature, Film, and Journalism Analysis",1208,Literature and Literary Theory,12,Arts and Humanities,2,Social Sciences,49905
T10742,Peer-to-Peer Network Technologies,1705,Computer Networks and Communications,17,Computer Science,3,Physical Sciences,49902
T14291,Indonesian Legal and Regulatory Studies,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,49870
T12420,Silicone and Siloxane Chemistry,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences,49869
T14233,Diverse Topics in Contemporary Research,3316,Cultural Studies,33,Social Sciences,2,Social Sciences,49868
T10944,Turbomachinery Performance and Optimization,2202,Aerospace Engineering,22,Engineering,3,Physical Sciences,49864
T14325,Diverse Specialized Academic Research,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,49863
T12520,Psychology of Moral and Emotional Judgment,2805,Cognitive Neuroscience,28,Neuroscience,1,Life Sciences,49819
T10667,Emotion and Mood Recognition,3205,Experimental and Cognitive Psychology,32,Psychology,2,Social Sciences,49780
T11496,Credit Risk and Financial Regulations,2003,Finance,20,"Economics, Econometrics and Finance",2,Social Sciences,49753
T11292,Pediatric Pain Management Techniques,2735,"Pediatrics, Perinatology and Child Health",27,Medicine,4,Health Sciences,49723
T11172,Dermatologic Treatments and Research,2708,Dermatology,27,Medicine,4,Health Sciences,49719
T11167,Hair Growth and Disorders,2748,Urology,27,Medicine,4,Health Sciences,49636
T11280,Hemophilia Treatment and Research,2720,Hematology,27,Medicine,4,Health Sciences,49578
T11092,Spondyloarthritis Studies and Treatments,2745,Rheumatology,27,Medicine,4,Health Sciences,49570
T13145,Crime and Detective Fiction Studies,1208,Literature and Literary Theory,12,Arts and Humanities,2,Social Sciences,49521
T12221,Cybersecurity and Cyber Warfare Studies,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,49475
T14428,Coal and Coke Industries Research,2103,Fuel Technology,21,Energy,3,Physical Sciences,49469
T13531,Surface and Thin Film Phenomena,3107,"Atomic and Molecular Physics, and Optics",31,Physics and Astronomy,3,Physical Sciences,49451
T14037,Arabic Language Education Studies,3304,Education,33,Social Sciences,2,Social Sciences,49442
T10567,Vehicle Routing Optimization Methods,2209,Industrial and Manufacturing Engineering,22,Engineering,3,Physical Sciences,49430
T11219,Bone Metabolism and Diseases,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,49399
T12230,Cardiovascular Issues in Pregnancy,2705,Cardiology and Cardiovascular Medicine,27,Medicine,4,Health Sciences,49333
T11255,Microfluidic and Bio-sensing Technologies,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences,49291
T11486,Micro and Nano Robotics,3104,Condensed Matter Physics,31,Physics and Astronomy,3,Physical Sciences,49284
T10957,Photodynamic Therapy Research Studies,2740,Pulmonary and Respiratory Medicine,27,Medicine,4,Health Sciences,49276
T11338,Advancements in Photolithography Techniques,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences,49273
T13785,Aquatic and Environmental Studies,1904,Earth-Surface Processes,19,Earth and Planetary Sciences,3,Physical Sciences,49250
T10812,Human Pose and Action Recognition,1707,Computer Vision and Pattern Recognition,17,Computer Science,3,Physical Sciences,49236
T12350,Particle Dynamics in Fluid Flows,2212,Ocean Engineering,22,Engineering,3,Physical Sciences,49223
T12766,Interdisciplinary Research and Collaboration,1802,Information Systems and Management,18,Decision Sciences,2,Social Sciences,49221
T12081,Aerodynamics and Fluid Dynamics Research,2202,Aerospace Engineering,22,Engineering,3,Physical Sciences,49218
T13289,Infant Health and Development,3611,Pharmacy,36,Health Professions,4,Health Sciences,49198
T10827,Patient-Provider Communication in Healthcare,3600,General Health Professions,36,Health Professions,4,Health Sciences,49190
T12976,Magnetic and Electromagnetic Effects,1314,Physiology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,49177
T11030,Scoliosis diagnosis and treatment,2746,Surgery,27,Medicine,4,Health Sciences,49116
T12441,Porphyrin Metabolism and Disorders,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,49109
T13059,"Religion, Ecology, and Ethics",3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,49055
T11229,Genetics and Plant Breeding,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,49041
T12475,Plant Parasitism and Resistance,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,49025
T11992,CCD and CMOS Imaging Sensors,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences,49003
T14302,European Politics and Security,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,48988
T13924,Internet of Things and Social Network Interactions,1705,Computer Networks and Communications,17,Computer Science,3,Physical Sciences,48983
T10937,"Telomeres, Telomerase, and Senescence",2737,Physiology,27,Medicine,4,Health Sciences,48979
T10690,Vibration Control and Rheological Fluids,2205,Civil and Structural Engineering,22,Engineering,3,Physical Sciences,48966
T13605,"Homicide, Infanticide, and Child Abuse",3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,48963
T11094,Face Recognition and Perception,2805,Cognitive Neuroscience,28,Neuroscience,1,Life Sciences,48926
T11116,"Trauma, Hemostasis, Coagulopathy, Resuscitation",2706,Critical Care and Intensive Care Medicine,27,Medicine,4,Health Sciences,48922
T12443,Delphi Technique in Research,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,48921
T11863,"Gender, Security, and Conflict",3318,Gender Studies,33,Social Sciences,2,Social Sciences,48878
T11818,Nicotinic Acetylcholine Receptors Study,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,48860
T10879,Robotic Locomotion and Control,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences,48846
T11480,Connexins and lens biology,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,48842
T12304,Radiative Heat Transfer Studies,2206,Computational Mechanics,22,Engineering,3,Physical Sciences,48836
T11002,Indoor Air Quality and Microbial Exposure,2307,"Health, Toxicology and Mutagenesis",23,Environmental Science,3,Physical Sciences,48799
T13285,Local Governance and Development,3305,"Geography, Planning and Development",33,Social Sciences,2,Social Sciences,48730
T11443,Advanced Statistical Process Monitoring,1804,"Statistics, Probability and Uncertainty",18,Decision Sciences,2,Social Sciences,48664
T10952,PI3K/AKT/mTOR signaling in cancer,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,48595
T13667,French Literature and Criticism,1208,Literature and Literary Theory,12,Arts and Humanities,2,Social Sciences,48589
T11915,Pickering emulsions and particle stabilization,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences,48577
T11701,Space Satellite Systems and Control,2202,Aerospace Engineering,22,Engineering,3,Physical Sciences,48537
T11355,Inflammatory Biomarkers in Disease Prognosis,2730,Oncology,27,Medicine,4,Health Sciences,48530
T12298,Phytochemicals and Medicinal Plants,2707,Complementary and alternative medicine,27,Medicine,4,Health Sciences,48525
T13815,Islamic Thought and Society Studies,1212,Religious studies,12,Arts and Humanities,2,Social Sciences,48502
T12090,Language and cultural evolution,3316,Cultural Studies,33,Social Sciences,2,Social Sciences,48497
T11439,Video Analysis and Summarization,1707,Computer Vision and Pattern Recognition,17,Computer Science,3,Physical Sciences,48467
T11623,Hyperglycemia and glycemic control in critically ill and hospitalized patients,2712,"Endocrinology, Diabetes and Metabolism",27,Medicine,4,Health Sciences,48442
T13325,Dye analysis and toxicity,1602,Analytical Chemistry,16,Chemistry,3,Physical Sciences,48433
T11202,Cavitation Phenomena in Pumps,2211,Mechanics of Materials,22,Engineering,3,Physical Sciences,48425
T11408,Advanced Optical Imaging Technologies,2214,Media Technology,22,Engineering,3,Physical Sciences,48399
T12711,Immigration and Intercultural Education,3316,Cultural Studies,33,Social Sciences,2,Social Sciences,48288
T14215,Chemical and Environmental Engineering Research,1710,Information Systems,17,Computer Science,3,Physical Sciences,48282
T10801,Synthetic Aperture Radar (SAR) Applications and Techniques,2202,Aerospace Engineering,22,Engineering,3,Physical Sciences,48267
T11402,Vascular Malformations Diagnosis and Treatment,2728,Neurology,27,Medicine,4,Health Sciences,48223
T14070,Knowledge Societies in the 21st Century,3317,Demography,33,Social Sciences,2,Social Sciences,48193
T13155,Digital Communication and Language,1709,Human-Computer Interaction,17,Computer Science,3,Physical Sciences,48176
T12702,Brain Tumor Detection and Classification,2808,Neurology,28,Neuroscience,1,Life Sciences,48149
T10789,Interactive and Immersive Displays,1709,Human-Computer Interaction,17,Computer Science,3,Physical Sciences,48117
T12776,Electrohydrodynamics and Fluid Dynamics,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences,48071
T11572,Information Technology Governance and Strategy,1404,Management Information Systems,14,"Business, Management and Accounting",2,Social Sciences,47981
T11005,Radiation Effects in Electronics,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences,47971
T12603,NMR spectroscopy and applications,3106,Nuclear and High Energy Physics,31,Physics and Astronomy,3,Physical Sciences,47963
T12274,Electrostatics and Colloid Interactions,1606,Physical and Theoretical Chemistry,16,Chemistry,3,Physical Sciences,47934
T12261,Statistical Mechanics and Entropy,3109,Statistical and Nonlinear Physics,31,Physics and Astronomy,3,Physical Sciences,47932
T12411,Shoulder and Clavicle Injuries,2713,Epidemiology,27,Medicine,4,Health Sciences,47916
T11335,Prion Diseases and Protein Misfolding,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,47898
T13808,Construction Engineering and Safety,2205,Civil and Structural Engineering,22,Engineering,3,Physical Sciences,47885
T12733,Vector-Borne Animal Diseases,1105,"Ecology, Evolution, Behavior and Systematics",11,Agricultural and Biological Sciences,1,Life Sciences,47870
T11763,Intracerebral and Subarachnoid Hemorrhage Research,2728,Neurology,27,Medicine,4,Health Sciences,47868
T11393,Biosensors and Analytical Detection,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences,47859
T12366,"Philosophy, Ethics, and Existentialism",1211,Philosophy,12,Arts and Humanities,2,Social Sciences,47853
T14396,Healthcare Regulation,3605,Health Information Management,36,Health Professions,4,Health Sciences,47844
T13277,"Media, Religion, Digital Communication",1211,Philosophy,12,Arts and Humanities,2,Social Sciences,47843
T11731,Global Health and Surgery,2739,"Public Health, Environmental and Occupational Health",27,Medicine,4,Health Sciences,47812
T12228,Coordination Chemistry and Organometallics,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences,47803
T11104,"Memory, Trauma, and Commemoration",3207,Social Psychology,32,Psychology,2,Social Sciences,47792
T13375,Integrated Water Resources Management,2312,Water Science and Technology,23,Environmental Science,3,Physical Sciences,47768
T11383,Advanced Antenna and Metasurface Technologies,2202,Aerospace Engineering,22,Engineering,3,Physical Sciences,47762
T10573,Power Quality and Harmonics,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences,47759
T10454,Optimal Power Flow Distribution,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences,47739
T11596,Constraint Satisfaction and Optimization,1705,Computer Networks and Communications,17,Computer Science,3,Physical Sciences,47717
T12848,Psychological Testing and Assessment,3202,Applied Psychology,32,Psychology,2,Social Sciences,47712
T10470,Usability and User Interface Design,1709,Human-Computer Interaction,17,Computer Science,3,Physical Sciences,47695
T12516,Advanced Mathematical Theories and Applications,3109,Statistical and Nonlinear Physics,31,Physics and Astronomy,3,Physical Sciences,47647
T11819,Data-Driven Disease Surveillance,2713,Epidemiology,27,Medicine,4,Health Sciences,47626
T12544,Working Capital and Financial Performance,1402,Accounting,14,"Business, Management and Accounting",2,Social Sciences,47625
T13951,Fluid dynamics and aerodynamics studies,2206,Computational Mechanics,22,Engineering,3,Physical Sciences,47618
T14079,Mathematics Education and Programs,2611,Modeling and Simulation,26,Mathematics,3,Physical Sciences,47607
T11539,Survey Methodology and Nonresponse,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,47554
T10886,Multiferroics and related materials,2504,"Electronic, Optical and Magnetic Materials",25,Materials Science,3,Physical Sciences,47536
T12873,"Nutrition, Health and Food Behavior",2916,Nutrition and Dietetics,29,Nursing,4,Health Sciences,47524
T11318,Phytoestrogen effects and research,2734,Pathology and Forensic Medicine,27,Medicine,4,Health Sciences,47517
T11268,Light effects on plants,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,47490
T11426,Genetically Modified Organisms Research,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,47475
T11557,Lubricants and Their Additives,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences,47460
T12919,Blood disorders and treatments,1311,Genetics,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,47455
T12690,Cross-Border Cooperation and Integration,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,47416
T13599,Architecture and Cultural Influences,1204,Archeology,12,Arts and Humanities,2,Social Sciences,47398
T11142,Advanced Glycation End Products research,1308,Clinical Biochemistry,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,47386
T11352,Masonry and Concrete Structural Analysis,2205,Civil and Structural Engineering,22,Engineering,3,Physical Sciences,47371
T13074,Global Financial Regulation and Crises,2003,Finance,20,"Economics, Econometrics and Finance",2,Social Sciences,47328
T10864,Fluid Dynamics and Mixing,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences,47312
T11638,Cardiac tumors and thrombi,2705,Cardiology and Cardiovascular Medicine,27,Medicine,4,Health Sciences,47293
T13900,Contemporary and Historical Greek Studies,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,47261
T12215,Phytochemical Studies and Bioactivities,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,47239
T13278,Economic and Business Development Strategies,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,47215
T12599,Retinal and Optic Conditions,2731,Ophthalmology,27,Medicine,4,Health Sciences,47212
T11545,Advanced Banach Space Theory,2610,Mathematical Physics,26,Mathematics,3,Physical Sciences,47211
T13065,Mining Techniques and Economics,2207,Control and Systems Engineering,22,Engineering,3,Physical Sciences,47180
T11917,"Coagulation, Bradykinin, Polyphosphates, and Angioedema",2716,Genetics,27,Medicine,4,Health Sciences,47165
T12494,Alcoholism and Thiamine Deficiency,2728,Neurology,27,Medicine,4,Health Sciences,47115
T11758,Organic and Molecular Conductors Research,2504,"Electronic, Optical and Magnetic Materials",25,Materials Science,3,Physical Sciences,47112
T13228,Socioeconomic Development in Asia,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,47112
T14160,Water management and technologies,1105,"Ecology, Evolution, Behavior and Systematics",11,Agricultural and Biological Sciences,1,Life Sciences,47103
T13752,Mechanics and Biomechanics Studies,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences,47101
T13217,Pigment Synthesis and Properties,1604,Inorganic Chemistry,16,Chemistry,3,Physical Sciences,47081
T11837,Iron and Steelmaking Processes,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences,47051
T14432,Freedom of Expression and Defamation,3308,Law,33,Social Sciences,2,Social Sciences,47017
T12026,Explainable Artificial Intelligence (XAI),1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences,46969
T11939,Public-Private Partnership Projects,1408,Strategy and Management,14,"Business, Management and Accounting",2,Social Sciences,46950
T11150,Endoplasmic Reticulum Stress and Disease,1307,Cell Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,46935
T14408,Coastal Management and Development,2308,"Management, Monitoring, Policy and Law",23,Environmental Science,3,Physical Sciences,46931
T12369,Pneumocystis jirovecii pneumonia detection and treatment,2713,Epidemiology,27,Medicine,4,Health Sciences,46920
T10719,3D Shape Modeling and Analysis,2206,Computational Mechanics,22,Engineering,3,Physical Sciences,46900
T12950,Educational Environments and Student Outcomes,3304,Education,33,Social Sciences,2,Social Sciences,46827
T12749,"Race, Genetics, and Society",1311,Genetics,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,46801
T11933,Mining and Resource Management,2215,Building and Construction,22,Engineering,3,Physical Sciences,46798
T13206,Neonatal skin health care,3616,Speech and Hearing,36,Health Professions,4,Health Sciences,46759
T13016,Innovative Educational Technologies,1710,Information Systems,17,Computer Science,3,Physical Sciences,46754
T11828,Corneal Surgery and Treatments,2741,"Radiology, Nuclear Medicine and Imaging",27,Medicine,4,Health Sciences,46683
T13955,Evaluation Methods in Various Fields,2302,Ecological Modeling,23,Environmental Science,3,Physical Sciences,46676
T12362,Tribology and Wear Analysis,2211,Mechanics of Materials,22,Engineering,3,Physical Sciences,46630
T10865,Shape Memory Alloy Transformations,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences,46619
T12969,Economic and Social Development,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,46615
T10737,Health Literacy and Information Accessibility,3600,General Health Professions,36,Health Professions,4,Health Sciences,46602
T14391,"Forest, Soil, and Plant Ecology in China",3304,Education,33,Social Sciences,2,Social Sciences,46600
T11553,Acne and Rosacea Treatments and Effects,2708,Dermatology,27,Medicine,4,Health Sciences,46573
T11705,Gambling Behavior and Treatments,3203,Clinical Psychology,32,Psychology,2,Social Sciences,46543
T11991,Soft tissue tumor case studies,2745,Rheumatology,27,Medicine,4,Health Sciences,46468
T12205,Time Series Analysis and Forecasting,1711,Signal Processing,17,Computer Science,3,Physical Sciences,46449
T12196,Community Health and Development,3600,General Health Professions,36,Health Professions,4,Health Sciences,46447
T10970,Team Dynamics and Performance,3207,Social Psychology,32,Psychology,2,Social Sciences,46419
T11411,Tea Polyphenols and Effects,2734,Pathology and Forensic Medicine,27,Medicine,4,Health Sciences,46418
T12823,Adolescent and Pediatric Healthcare,3616,Speech and Hearing,36,Health Professions,4,Health Sciences,46379
T12677,Sports Dynamics and Biomechanics,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences,46348
T11690,Advanced battery technologies research,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences,46344
T12015,Photoacoustic and Ultrasonic Imaging,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences,46309
T10891,Radar Systems and Signal Processing,2202,Aerospace Engineering,22,Engineering,3,Physical Sciences,46282
T11298,Synthesis and Properties of Aromatic Compounds,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences,46223
T10798,Crystallography and molecular interactions,1606,Physical and Theoretical Chemistry,16,Chemistry,3,Physical Sciences,46151
